"lon","lat","dong"
127.034208611,37.562759255,"왕십리도선동"
127.030285364,37.561114669,"왕십리제2동"
127.030667354,37.562247394,"왕십리제2동"
127.049800878,37.550344257,"성수1가제2동"
127.043678472,37.546040164,"성수1가제2동"
127.043678472,37.546040164,"성수1가제2동"
127.043159508,37.547152529,"성수1가제2동"
127.043339266,37.547107612,"성수1가제2동"
127.043284558,37.546982784,"성수1가제2동"
127.054010719,37.538297289,"성수2가제1동"
127.055178742,37.537657029,"성수2가제1동"
127.055363516,37.537646204,"성수2가제1동"
127.055353743,37.538030683,"성수2가제1동"
127.059562506,37.536336863,"성수2가제1동"
NA,NA,"성수2가제1동"
127.054721858,37.537609076,"성수2가제1동"
127.054707233,37.53808209,"성수2가제1동"
127.056807894,37.540150354,"성수2가제1동"
127.056021466,37.539969261,"성수2가제1동"
127.056325706,37.541095684,"성수2가제1동"
127.059275597,37.540486575,"성수2가제1동"
127.060531936,37.543947533,"성수2가제3동"
127.053431495,37.541563493,"성수2가제1동"
127.053431495,37.541563493,"성수2가제1동"
127.053431495,37.541563493,"성수2가제1동"
127.051100353,37.54693556,"성수2가제3동"
127.050202301,37.549229078,"성수1가제2동"
127.050677949,37.549104316,"성수1가제2동"
127.053262522,37.548157559,"성수2가제3동"
127.053262522,37.548157559,"성수2가제3동"
127.054654681,37.547733181,"성수2가제3동"
127.051920584,37.542620186,"성수2가제1동"
127.051920584,37.542620186,"성수2가제1동"
127.051920584,37.542620186,"성수2가제1동"
127.05246391,37.542131682,"성수2가제1동"
127.053834661,37.542311749,"성수2가제1동"
127.053834661,37.542311749,"성수2가제1동"
127.054056015,37.542243921,"성수2가제1동"
127.05462816,37.545858221,"성수2가제3동"
127.054610578,37.545554575,"성수2가제3동"
127.055325803,37.546232623,"성수2가제3동"
127.055325803,37.546232623,"성수2가제3동"
127.056437705,37.545276177,"성수2가제3동"
127.056437705,37.545276177,"성수2가제3동"
127.056817958,37.544875586,"성수2가제3동"
127.059347043,37.544775581,"성수2가제3동"
127.059347043,37.544775581,"성수2가제3동"
127.060141249,37.545795653,"성수2가제3동"
127.061902591,37.546610748,"성수2가제3동"
127.061902591,37.546610748,"성수2가제3동"
127.054851083,37.546590649,"성수2가제3동"
127.055364561,37.547571287,"성수2가제3동"
127.055209007,37.547903047,"성수2가제3동"
127.05563727,37.548232101,"성수2가제3동"
127.055820018,37.54865764,"성수2가제3동"
127.051558717,37.544854747,"성수2가제3동"
127.055020748,37.543296074,"성수2가제3동"
127.055602736,37.543544337,"성수2가제3동"
127.052648757,37.544326553,"성수2가제3동"
127.05620365,37.543129875,"성수2가제3동"
127.053852719,37.543254026,"성수2가제3동"
127.053891373,37.543336765,"성수2가제3동"
127.053932758,37.543419985,"성수2가제3동"
127.04430493,37.547233668,"성수1가제2동"
127.042644936,37.556947905,"사근동"
127.04232123,37.557162126,"사근동"
127.036308778,37.560448845,"행당제1동"
127.031180349,37.563823581,"왕십리도선동"
127.046000959,37.546917252,"성수1가제2동"
127.045777946,37.548564306,"성수1가제2동"
127.047778912,37.54866564,"성수1가제2동"
127.044829839,37.549406181,"성수1가제2동"
127.035214775,37.563088544,"왕십리도선동"
127.03281265,37.560880728,"행당제1동"
127.03281265,37.560880728,"행당제1동"
127.032426624,37.560779739,"행당제1동"
127.033434182,37.561478624,"행당제1동"
127.034234789,37.562627204,"왕십리도선동"
127.034234789,37.562627204,"왕십리도선동"
127.034221655,37.564289393,"왕십리도선동"
127.033728195,37.563008535,"왕십리도선동"
127.034082424,37.563070085,"왕십리도선동"
127.033330676,37.56574436,"왕십리도선동"
127.03288127,37.563645212,"왕십리도선동"
127.031807791,37.564666913,"왕십리도선동"
127.046493063,37.546779785,"성수1가제2동"
127.046087979,37.54600821,"성수1가제2동"
127.04634788,37.546330521,"성수1가제2동"
127.053222138,37.565413157,"용답동"
127.053427854,37.565581835,"용답동"
127.052574684,37.565138686,"용답동"
127.052845467,37.563933536,"용답동"
127.053789569,37.564378207,"용답동"
127.053784913,37.564745911,"용답동"
127.053092991,37.564125275,"용답동"
127.053286766,37.564313306,"용답동"
127.053372816,37.564447031,"용답동"
127.054097351,37.563003602,"용답동"
127.054133555,37.562672869,"용답동"
127.016424453,37.542729822,"옥수동"
127.031625656,37.558310834,"행당제1동"
127.024370251,37.557442982,"금호1가동"
127.023715641,37.544632975,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.024176283,37.54526584,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02553541,37.546706374,"금호4가동"
127.02511335,37.547507436,"금호4가동"
127.025433214,37.547682385,"금호4가동"
127.026026606,37.548427833,"금호1가동"
127.026052023,37.548516756,"금호1가동"
127.026052023,37.548516756,"금호1가동"
127.026048902,37.548621632,"금호1가동"
127.026048902,37.548621632,"금호1가동"
127.02613306,37.549098638,"금호1가동"
127.02624251,37.549286927,"금호1가동"
127.025746257,37.549346979,"금호2.3가동"
127.025931464,37.550656377,"금호1가동"
127.025828424,37.550867322,"금호1가동"
127.025828424,37.550867322,"금호1가동"
127.026046361,37.551056348,"금호1가동"
127.026046361,37.551056348,"금호1가동"
127.025740267,37.551646009,"금호1가동"
127.02502689,37.555174364,"금호1가동"
127.02502689,37.555174364,"금호1가동"
127.024478206,37.555512101,"금호1가동"
127.024478206,37.555512101,"금호1가동"
127.024478206,37.555512101,"금호1가동"
127.02421117,37.557645056,"금호1가동"
127.023556105,37.559174658,"왕십리제2동"
127.060552448,37.536859574,"성수2가제1동"
127.060552448,37.536859574,"성수2가제1동"
127.062338499,37.539703455,"성수2가제1동"
127.062338499,37.539703455,"성수2가제1동"
127.018965389,37.540987725,"옥수동"
127.018965389,37.540987725,"옥수동"
127.045659839,37.53763267,"성수1가제1동"
127.040688364,37.558998179,"사근동"
127.040688364,37.558998179,"사근동"
127.041162699,37.559011459,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.040372512,37.559552027,"사근동"
127.041169168,37.559514731,"사근동"
127.040902615,37.559774351,"사근동"
127.040902615,37.559774351,"사근동"
127.041211459,37.559639459,"사근동"
127.041211459,37.559639459,"사근동"
127.041300682,37.559817313,"사근동"
127.041300682,37.559817313,"사근동"
127.040905982,37.560052598,"사근동"
127.040905982,37.560052598,"사근동"
127.040905982,37.560052598,"사근동"
127.040878216,37.560254857,"사근동"
127.040878216,37.560254857,"사근동"
127.040878216,37.560254857,"사근동"
127.041019485,37.560370872,"사근동"
127.041474895,37.56037325,"사근동"
127.041474895,37.56037325,"사근동"
127.041474895,37.56037325,"사근동"
127.041474895,37.56037325,"사근동"
127.041474895,37.56037325,"사근동"
127.041041955,37.560498655,"사근동"
127.041476698,37.560554046,"사근동"
127.041084292,37.560664558,"사근동"
127.041200111,37.560918612,"사근동"
127.042833005,37.561159007,"사근동"
127.041352186,37.561556023,"사근동"
127.04145012,37.561895143,"사근동"
127.041533372,37.562787695,"마장동"
127.041909005,37.562759436,"마장동"
127.041590725,37.563020945,"마장동"
127.041590725,37.563020945,"마장동"
127.041590725,37.563020945,"마장동"
127.041492551,37.56339376,"마장동"
127.041567341,37.563826426,"마장동"
127.0156283,37.545675021,"금호4가동"
127.0156283,37.545675021,"금호4가동"
127.014932003,37.546853175,"옥수동"
127.014016217,37.546721147,"옥수동"
127.01274129,37.547814854,"옥수동"
127.01274129,37.547814854,"옥수동"
127.01274129,37.547814854,"옥수동"
127.01274129,37.547814854,"옥수동"
127.01274129,37.547814854,"옥수동"
127.030308741,37.566052258,"왕십리도선동"
127.030286158,37.566515052,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.02952448,37.567352753,"왕십리도선동"
127.049128121,37.544509782,"성수1가제1동"
127.049253284,37.546040495,"성수1가제2동"
127.049253284,37.546040495,"성수1가제2동"
127.049253284,37.546040495,"성수1가제2동"
127.049377071,37.546008179,"성수1가제2동"
127.049377071,37.546008179,"성수1가제2동"
127.049537965,37.545809402,"성수1가제2동"
127.049537965,37.545809402,"성수1가제2동"
127.04963512,37.545949699,"성수1가제2동"
127.048814725,37.54736398,"성수1가제2동"
127.049003027,37.5472522,"성수1가제2동"
127.049689974,37.547289988,"성수1가제2동"
127.048603012,37.548329738,"성수1가제2동"
127.048610902,37.548526087,"성수1가제2동"
127.048812493,37.548461676,"성수1가제2동"
127.048812493,37.548461676,"성수1가제2동"
127.049062543,37.548605417,"성수1가제2동"
127.049062543,37.548605417,"성수1가제2동"
127.048263252,37.548921506,"성수1가제2동"
127.049030782,37.545526516,"성수1가제2동"
127.049030782,37.545526516,"성수1가제2동"
127.048762244,37.545870684,"성수1가제2동"
127.048762244,37.545870684,"성수1가제2동"
127.048762244,37.545870684,"성수1가제2동"
127.049053343,37.546166828,"성수1가제2동"
127.0490827,37.54633912,"성수1가제2동"
127.048952642,37.547120394,"성수1가제2동"
127.048398514,37.547531275,"성수1가제2동"
127.048747171,37.54755972,"성수1가제2동"
127.048747171,37.54755972,"성수1가제2동"
127.048747171,37.54755972,"성수1가제2동"
127.048518334,37.547926652,"성수1가제2동"
127.048507091,37.548097951,"성수1가제2동"
127.048122677,37.548518056,"성수1가제2동"
127.048445305,37.548425738,"성수1가제2동"
127.048445305,37.548425738,"성수1가제2동"
127.048101497,37.548676777,"성수1가제2동"
127.048369235,37.54861797,"성수1가제2동"
127.048205846,37.549152933,"성수1가제2동"
127.047890132,37.549286741,"성수1가제2동"
127.047890132,37.549286741,"성수1가제2동"
127.04811647,37.549356412,"성수1가제2동"
127.047508011,37.549776763,"성수1가제2동"
127.047669186,37.550162705,"성수1가제2동"
127.047291497,37.551183968,"성수1가제2동"
127.047546198,37.551262295,"성수1가제2동"
127.065207573,37.549425853,"송정동"
127.065228019,37.54926445,"송정동"
127.062341623,37.548545252,"송정동"
127.064187565,37.54918039,"송정동"
127.051560115,37.562352244,"용답동"
127.019858007,37.548502783,"금호2.3가동"
127.021388934,37.548640922,"금호2.3가동"
127.021225477,37.548752224,"금호2.3가동"
127.021225477,37.548752224,"금호2.3가동"
127.017552554,37.548430932,"금호2.3가동"
127.018033525,37.548479172,"금호2.3가동"
127.018162523,37.548237811,"금호4가동"
127.018578952,37.548198873,"금호4가동"
127.018756847,37.548220592,"금호4가동"
127.019163399,37.548418608,"금호2.3가동"
127.019162289,37.548217312,"금호4가동"
127.019437919,37.548508027,"금호2.3가동"
127.019353824,37.548192654,"금호4가동"
127.019704628,37.548511281,"금호2.3가동"
127.019818705,37.548408793,"금호2.3가동"
127.019818705,37.548408793,"금호2.3가동"
127.019818705,37.548408793,"금호2.3가동"
127.020105319,37.548232037,"금호4가동"
127.020243266,37.54840971,"금호2.3가동"
127.020477643,37.548405349,"금호2.3가동"
127.020477643,37.548405349,"금호2.3가동"
127.020520926,37.548193644,"금호4가동"
127.020742754,37.548393352,"금호2.3가동"
127.020703439,37.548220227,"금호4가동"
127.020986758,37.548411329,"금호2.3가동"
127.021240276,37.548438454,"금호2.3가동"
127.021659949,37.548446276,"금호2.3가동"
127.021659949,37.548446276,"금호2.3가동"
127.024291361,37.555816792,"금호1가동"
127.02752063,37.556602411,"행당제2동"
127.02752063,37.556602411,"행당제2동"
127.02752063,37.556602411,"행당제2동"
127.02752063,37.556602411,"행당제2동"
127.02752063,37.556602411,"행당제2동"
127.02752017,37.556226905,"행당제2동"
127.02752017,37.556226905,"행당제2동"
127.026144502,37.556369851,"행당제2동"
127.026144502,37.556369851,"행당제2동"
127.026144502,37.556369851,"행당제2동"
127.026144502,37.556369851,"행당제2동"
127.027037991,37.555847429,"행당제2동"
127.027037991,37.555847429,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028725651,37.556560379,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.028546339,37.557306812,"행당제2동"
127.054357456,37.539397761,"성수2가제1동"
127.040834775,37.569535166,"마장동"
127.041461142,37.569935783,"마장동"
127.039944906,37.561709718,"사근동"
127.049780755,37.546240239,"성수1가제2동"
127.037767833,37.563404939,"행당제1동"
127.038751778,37.570014966,"마장동"
127.038751778,37.570014966,"마장동"
127.037970605,37.569951915,"마장동"
127.035711995,37.552014929,"응봉동"
127.036012572,37.552094478,"응봉동"
127.035721105,37.556726746,"행당제1동"
127.035688622,37.556435132,"행당제1동"
127.035442411,37.558127291,"행당제1동"
127.036503357,37.558293158,"행당제1동"
127.05611265,37.548891914,"성수2가제3동"
127.06594638,37.548909732,"송정동"
127.067513315,37.551054074,"송정동"
127.053746556,37.54958471,"성수2가제3동"
127.021836865,37.548632344,"금호2.3가동"
127.022385126,37.548691587,"금호2.3가동"
127.022900569,37.548504967,"금호2.3가동"
127.017468437,37.542185794,"옥수동"
127.017468437,37.542185794,"옥수동"
127.023124895,37.547764688,"금호4가동"
127.026015808,37.550695576,"금호1가동"
127.030944969,37.549206057,"응봉동"
127.033661386,37.567052787,"왕십리도선동"
127.039180936,37.569350756,"마장동"
127.037770767,37.567625986,"마장동"
127.039695998,37.568878283,"마장동"
127.043184614,37.567612905,"마장동"
127.040662991,37.569057912,"마장동"
127.041413464,37.570225243,"마장동"
127.044137701,37.567765299,"마장동"
127.034177096,37.565895785,"왕십리도선동"
127.032650305,37.560141221,"행당제1동"
127.040569032,37.547470508,"성수1가제2동"
127.041992788,37.545866483,"성수1가제1동"
127.042482929,37.546990319,"성수1가제2동"
127.043386551,37.546851578,"성수1가제2동"
127.053947756,37.537920123,"성수2가제1동"
127.054282273,37.538065755,"성수2가제1동"
127.054391296,37.538287421,"성수2가제1동"
127.05765874,37.543239795,"성수2가제3동"
127.062102416,37.543976898,"성수2가제3동"
127.055385731,37.542054747,"성수2가제1동"
127.055102889,37.540727308,"성수2가제1동"
127.052876577,37.546740895,"성수2가제3동"
127.050566292,37.54918315,"성수1가제2동"
127.053262522,37.548157559,"성수2가제3동"
127.053262522,37.548157559,"성수2가제3동"
127.053709173,37.548308788,"성수2가제3동"
127.053893549,37.548198065,"성수2가제3동"
127.053893549,37.548198065,"성수2가제3동"
127.054530179,37.548458819,"성수2가제3동"
127.054530179,37.548458819,"성수2가제3동"
127.054651257,37.547507665,"성수2가제3동"
127.047917432,37.542026846,"성수1가제1동"
127.060141249,37.545795653,"성수2가제3동"
127.060141249,37.545795653,"성수2가제3동"
127.059761838,37.546184798,"성수2가제3동"
127.061610218,37.546239802,"성수2가제3동"
127.061902591,37.546610748,"성수2가제3동"
127.061902591,37.546610748,"성수2가제3동"
127.062416374,37.547224807,"성수2가제3동"
127.062416374,37.547224807,"성수2가제3동"
127.06255564,37.543675781,"성수2가제3동"
127.06255564,37.543675781,"성수2가제3동"
127.064669003,37.544518868,"성수2가제3동"
127.064669003,37.544518868,"성수2가제3동"
127.065775345,37.546194734,"성수2가제3동"
127.065219803,37.546709959,"성수2가제3동"
127.054772203,37.546438396,"성수2가제3동"
127.038344508,37.561467686,"행당제1동"
127.038344508,37.561467686,"행당제1동"
127.038344508,37.561467686,"행당제1동"
127.038344508,37.561467686,"행당제1동"
127.038344508,37.561467686,"행당제1동"
127.045594928,37.548617441,"성수1가제2동"
127.04688309,37.548342647,"성수1가제2동"
127.035568222,37.563356186,"왕십리도선동"
127.035742272,37.565227653,"왕십리도선동"
127.034996209,37.562820301,"왕십리도선동"
127.033070637,37.561050122,"행당제1동"
127.033234534,37.561330672,"행당제1동"
127.033065732,37.561162796,"행당제1동"
127.032850505,37.56130971,"행당제1동"
127.03282639,37.561193961,"행당제1동"
127.03281265,37.560880728,"행당제1동"
127.03281265,37.560880728,"행당제1동"
127.03281265,37.560880728,"행당제1동"
127.032426624,37.560779739,"행당제1동"
127.032426624,37.560779739,"행당제1동"
127.033851708,37.563533258,"왕십리도선동"
127.034295384,37.563527008,"왕십리도선동"
127.034295384,37.563527008,"왕십리도선동"
127.03432047,37.563671835,"왕십리도선동"
127.03434773,37.564031313,"왕십리도선동"
127.034293219,37.5648044,"왕십리도선동"
127.034360111,37.565178845,"왕십리도선동"
127.030730135,37.565591028,"왕십리도선동"
127.04600019,37.545540016,"성수1가제1동"
127.046356537,37.546972522,"성수1가제2동"
127.045024174,37.546281382,"성수1가제2동"
127.052908467,37.565415546,"용답동"
127.053222138,37.565413157,"용답동"
127.053784913,37.564745911,"용답동"
127.053784913,37.564745911,"용답동"
127.053152576,37.564174245,"용답동"
127.054908579,37.563683355,"용답동"
127.061199905,37.560997759,"용답동"
127.067338883,37.56005344,"용답동"
127.057846744,37.558689522,"용답동"
127.057982664,37.562252919,"용답동"
127.062956458,37.561152009,"용답동"
127.033207171,37.558736579,"행당제1동"
127.033038225,37.560070895,"행당제1동"
127.026272737,37.551609739,"금호1가동"
127.026272737,37.551609739,"금호1가동"
127.026272737,37.551609739,"금호1가동"
127.026272737,37.551609739,"금호1가동"
127.024628241,37.552370235,"금호2.3가동"
127.024628241,37.552370235,"금호2.3가동"
127.024628241,37.552370235,"금호2.3가동"
127.024628241,37.552370235,"금호2.3가동"
127.024255657,37.552255633,"금호2.3가동"
127.022179056,37.553223174,"금호2.3가동"
127.022179056,37.553223174,"금호2.3가동"
127.020668166,37.553889167,"금호2.3가동"
127.020537562,37.553973588,"금호2.3가동"
127.020537562,37.553973588,"금호2.3가동"
127.020148023,37.554288415,"금호2.3가동"
127.020148023,37.554288415,"금호2.3가동"
127.019775643,37.554829046,"금호2.3가동"
127.020159216,37.554877427,"금호1가동"
127.020233398,37.55514764,"금호1가동"
127.020148597,37.555264793,"금호1가동"
127.017996319,37.554500928,"금호2.3가동"
127.017996319,37.554500928,"금호2.3가동"
127.017996319,37.554500928,"금호2.3가동"
127.017996319,37.554500928,"금호2.3가동"
127.017996319,37.554500928,"금호2.3가동"
127.017996319,37.554500928,"금호2.3가동"
127.019470005,37.548684798,"금호2.3가동"
127.064450838,37.543676645,"성수2가제3동"
127.064909146,37.544398653,"성수2가제3동"
127.065017281,37.544563953,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.065323607,37.5454012,"성수2가제3동"
127.066799683,37.547713119,"성수2가제3동"
127.06901615,37.551667447,"송정동"
127.070535849,37.556248392,"송정동"
127.071762117,37.55634704,"송정동"
127.046189903,37.538517773,"성수1가제1동"
127.050949187,37.537736402,"성수1가제1동"
127.044769029,37.542313493,"성수1가제1동"
127.045627205,37.541239207,"성수1가제1동"
127.045627205,37.541239207,"성수1가제1동"
127.046253363,37.541368759,"성수1가제1동"
127.05392347,37.53893399,"성수2가제1동"
127.05392347,37.53893399,"성수2가제1동"
127.054162646,37.538912066,"성수2가제1동"
127.054162646,37.538912066,"성수2가제1동"
127.054530581,37.539058557,"성수2가제1동"
127.054482018,37.538839144,"성수2가제1동"
127.054706571,37.539045505,"성수2가제1동"
127.054706571,37.539045505,"성수2가제1동"
127.055087012,37.538923049,"성수2가제1동"
127.055002603,37.53846545,"성수2가제1동"
127.055002603,37.53846545,"성수2가제1동"
127.0553968,37.538568063,"성수2가제1동"
127.055902319,37.538460734,"성수2가제1동"
127.056133888,37.538680804,"성수2가제1동"
127.056415963,37.538589522,"성수2가제1동"
127.056462678,37.538355591,"성수2가제1동"
127.057039167,37.538179059,"성수2가제1동"
127.058033976,37.538159945,"성수2가제1동"
127.058150849,37.537873044,"성수2가제1동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.024111931,37.57053883,"왕십리도선동"
127.030753805,37.566840332,"왕십리도선동"
127.031878792,37.566446813,"왕십리도선동"
127.032423388,37.566679937,"왕십리도선동"
127.033766991,37.566239751,"왕십리도선동"
127.033766991,37.566239751,"왕십리도선동"
127.034475045,37.566160233,"왕십리도선동"
127.035918305,37.566238093,"마장동"
127.039660147,37.565349199,"마장동"
127.040276628,37.566484269,"마장동"
127.040276628,37.566484269,"마장동"
127.041401525,37.565663741,"마장동"
127.041401525,37.565663741,"마장동"
127.041892906,37.565180311,"마장동"
127.041635353,37.565868314,"마장동"
127.04232816,37.565382925,"마장동"
127.042532526,37.566264603,"마장동"
127.042532526,37.566264603,"마장동"
127.042907948,37.565771324,"마장동"
127.042740994,37.566263413,"마장동"
127.043018819,37.566446292,"마장동"
127.043018819,37.566446292,"마장동"
127.043018819,37.566446292,"마장동"
127.043316084,37.56665897,"마장동"
127.043958777,37.566497562,"마장동"
127.043958777,37.566497562,"마장동"
127.043958777,37.566497562,"마장동"
127.043958777,37.566497562,"마장동"
127.044859607,37.567699779,"마장동"
127.045013084,37.567769615,"마장동"
127.045347201,37.568105893,"마장동"
127.025486181,37.548346405,"금호2.3가동"
127.030294264,37.564840476,"왕십리도선동"
127.030330182,37.564930341,"왕십리도선동"
127.041333774,37.559967694,"사근동"
127.041596235,37.559917437,"사근동"
127.041596235,37.559917437,"사근동"
127.042013511,37.560137714,"사근동"
127.042013511,37.560137714,"사근동"
127.04839407,37.549211991,"성수1가제2동"
127.04839407,37.549211991,"성수1가제2동"
127.04839407,37.549211991,"성수1가제2동"
127.04839407,37.549211991,"성수1가제2동"
127.048402203,37.549010333,"성수1가제2동"
127.048402203,37.549010333,"성수1가제2동"
127.048659479,37.549326495,"성수1가제2동"
127.04898087,37.549532283,"성수1가제2동"
127.048258752,37.550472593,"성수1가제2동"
127.048258752,37.550472593,"성수1가제2동"
127.049078258,37.544989348,"성수1가제2동"
127.048743528,37.545058028,"성수1가제2동"
127.047956467,37.545880512,"성수1가제2동"
127.047956467,37.545880512,"성수1가제2동"
127.04848717,37.546172833,"성수1가제2동"
127.04848717,37.546172833,"성수1가제2동"
127.04848717,37.546172833,"성수1가제2동"
127.04848717,37.546172833,"성수1가제2동"
127.047586515,37.546307243,"성수1가제2동"
127.047438639,37.54650193,"성수1가제2동"
127.046974505,37.546952962,"성수1가제2동"
127.046974505,37.546952962,"성수1가제2동"
127.046830807,37.547078729,"성수1가제2동"
127.049326816,37.547001084,"성수1가제2동"
127.049845438,37.547236667,"성수1가제2동"
127.049156175,37.548639018,"성수1가제2동"
127.04957685,37.548906791,"성수1가제2동"
127.048295697,37.541495459,"성수1가제1동"
127.048295697,37.541495459,"성수1가제1동"
127.048295697,37.541495459,"성수1가제1동"
127.065263256,37.548962703,"송정동"
127.045417281,37.548402574,"성수1가제2동"
127.045124295,37.547693949,"성수1가제2동"
127.050089031,37.544156001,"성수2가제3동"
127.051506153,37.562743059,"용답동"
127.051645547,37.56292166,"용답동"
127.051645547,37.56292166,"용답동"
127.051809438,37.562734599,"용답동"
127.051809438,37.562734599,"용답동"
127.017930837,37.548148385,"금호4가동"
127.030033855,37.557493349,"행당제2동"
127.03015728,37.557838616,"행당제2동"
127.030133293,37.557547088,"행당제2동"
127.030601847,37.557998842,"행당제2동"
127.030864396,37.558050683,"행당제1동"
127.030866621,37.557764008,"행당제2동"
127.0310315,37.558080015,"행당제1동"
127.031117448,37.557842218,"행당제2동"
127.031117448,37.557842218,"행당제2동"
127.031241464,37.557856046,"행당제2동"
127.031241464,37.557856046,"행당제2동"
127.031241464,37.557856046,"행당제2동"
127.031387949,37.55813666,"행당제1동"
127.032102018,37.558272783,"행당제1동"
127.032102018,37.558272783,"행당제1동"
127.032380825,37.558338127,"행당제1동"
127.032380825,37.558338127,"행당제1동"
127.032957599,37.558442959,"행당제1동"
127.033297351,37.558498078,"행당제1동"
127.03363137,37.55855157,"행당제1동"
127.037247572,37.56965815,"마장동"
127.031159585,37.549513759,"응봉동"
127.039909689,37.559303827,"사근동"
127.040307227,37.559819958,"사근동"
127.039710075,37.559821794,"사근동"
127.019579544,37.553809768,"금호2.3가동"
127.055353743,37.538030683,"성수2가제1동"
127.054410921,37.546239979,"성수2가제3동"
127.055058498,37.547058552,"성수2가제3동"
127.034082424,37.563070085,"왕십리도선동"
127.034885973,37.560261716,"행당제1동"
127.038963795,37.569999095,"마장동"
127.038963795,37.569999095,"마장동"
127.038963795,37.569999095,"마장동"
127.038829407,37.569643653,"마장동"
127.03902464,37.569788179,"마장동"
127.037970605,37.569951915,"마장동"
127.05487941,37.548925084,"성수2가제3동"
127.05554006,37.548778507,"성수2가제3동"
127.017547883,37.542790564,"옥수동"
127.023354999,37.547841731,"금호4가동"
127.038235826,37.568450089,"마장동"
127.045313606,37.568492939,"마장동"
127.04075219,37.569423248,"마장동"
127.04101799,37.569722841,"마장동"
127.044502107,37.568044566,"마장동"
NA,NA,"마장동"
127.053080454,37.54863297,"성수2가제3동"
127.053424281,37.548466658,"성수2가제3동"
127.053262522,37.548157559,"성수2가제3동"
127.053893549,37.548198065,"성수2가제3동"
127.054087649,37.542338829,"성수2가제1동"
127.04683685,37.548540986,"성수1가제2동"
127.054601795,37.546099424,"성수2가제3동"
127.054601795,37.546099424,"성수2가제3동"
127.054456304,37.546448671,"성수2가제3동"
127.057456365,37.547701759,"성수2가제3동"
127.038344508,37.561467686,"행당제1동"
